,play_level,match_result,text_relay,player_name_A,player_name_B,team_name_A,team_name_B,birth_date_A,birth_date_B,weight_A,height_A,weight_B,height_B,specialized_technique_A,specialized_technique_B,first_learning_year_A,first_learning_year_B,pro_debut_year_A,pro_debut_year_B
25,2조 32강,승리자 청 정종진,"1라운드 경기시작
60초
청 정종진
청 정종진 경고 (지시불응)
60초
홍 김경배
홍 김경배 혼합기술(밀어치기) 공격시도
60초
청 정종진
청 정종진 기술방어
58초
홍 김경배
홍 김경배 허리기술(들배지기) 공격시도
58초
청 정종진
청 정종진 기술방어
57초
청 정종진
청 정종진 허리기술(잡채기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
58초
홍 김경배
홍 김경배 허리기술(들배지기) 승리기술
2라운드 경기종료
홍 승
3라운드 경기시작
59초
홍 김경배
홍 김경배 허리기술(들배지기) 공격시도
59초
청 정종진
청 정종진 기술방어
56초
청 정종진
청 정종진 허리기술(잡채기) 공격시도
56초
홍 김경배
홍 김경배 기술방어
54초
홍 김경배
홍 김경배 혼합기술(밀어치기) 합의판정
54초
비디오판독(심판) 청팀승리 - 상대 선수 승리판정
3라운드 경기종료
청 승
경기종료 
청 승",정종진,김경배,울주군청해뜨미씨름단,태안군청씨름단,2000 년 05 월 31 일,1999 년 06 월 17 일,92kg,180cm,90kg,180cm,잡채기,들배지기,2009년,2008년,2009년,2022년
26,2조 32강,승리자 승 자 없음,"경기종료 상대팀 기권 으로
홍 승
",송수환,정재훈,영월군청씨름단,의성군청마늘씨름단,1998 년 06 월 12 일,1997 년 12 월 24 일,90kg,182cm,93kg,178cm,들배지기,호미걸이,2008년,2009년,2021년,2021년
27,2조 32강,승리자 청 오성호,"1라운드 경기시작
60초
청 오성호
청 오성호 경고 (지시불응)
59초
청 오성호
청 오성호 허리기술(들배지기) 공격시도
59초
홍 김영민
홍 김영민 기술방어
57초
청 오성호
청 오성호 다리기술(차돌리기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
41초
타임 아웃 -그대로
28초
홍 김영민
홍 김영민 손기술(오금당기기) 공격시도
28초
청 오성호
청 오성호 기술방어
26초
타임 아웃 -장외
24초
청 오성호
청 오성호 다리기술(안다리걸기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승
",오성호,김영민,양평군청씨름단,경기광주시청씨름단,1992 년 06 월 15 일,1998 년 04 월 16 일,94kg,177cm,95kg,181cm,차돌리기,장기전,2005년,2015년,2014년,2022년
28,2조 32강,승리자 청 김진호,"1라운드 경기시작
60초
홍 서지덕
홍 서지덕 경고 (지시불응)
59초
청 김진호
청 김진호 허리기술(들배지기) 공격시도
59초
홍 서지덕
홍 서지덕 기술방어
58초
청 김진호
청 김진호 다리기술(안다리걸기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
홍 서지덕
홍 서지덕 경고 (주심 신호전 공격)
59초
청 김진호
청 김진호 다리기술(밭다리걸기) 공격시도
59초
홍 서지덕
홍 서지덕 기술방어
58초
홍 서지덕
홍 서지덕 혼합기술(밀어치기) 공격시도
58초
청 김진호
청 김진호 기술방어
50초
타임 아웃 -그대로
26초
홍 서지덕
홍 서지덕 허리기술(잡채기) 공격시도
26초
청 김진호
청 김진호 기술방어
24초
홍 서지덕
홍 서지덕 손기술(오금당기기) 공격시도
24초
청 김진호
청 김진호 기술방어
23초
타임 아웃 -샅바 놓침
21초
청 김진호
청 김진호 다리기술(안다리걸기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김진호,서지덕,영암군민속씨름단,용인특례시청씨름단,1995 년 04 월 18 일,2000 년 11 월 02 일,93kg,183cm,90kg,180cm,밭다리,뒤집기,2008년,2009년,2018년,2009년
29,2조 32강,승리자 홍 문형석,"1라운드 경기시작
11초
청 정명근
청 정명근 혼합기술(끌어치기) 공격시도
11초
홍 문형석
홍 문형석 혼합기술(끌어치기) 되치기
1라운드 경기종료
홍 승
2라운드 경기시작
12초
청 정명근
청 정명근 혼합기술(끌어치기) 공격시도
12초
홍 문형석
홍 문형석 기술방어
10초
홍 문형석
홍 문형석 혼합기술(밀어치기) 승리기술
2라운드 경기종료
홍 승
경기종료 
홍 승",정명근,문형석,양평군청씨름단,수원특례시청씨름단,2001 년 04 월 29 일,1989 년 02 월 23 일,90kg,180cm,90kg,180cm,앞무릎치기,장기전,2012년,1998년,2022년,2011년
30,2조 16강,승리자 청 전도언,"경기종료 상대팀 기권 으로
청 승",전도언,임성길,의성군청마늘씨름단,의성군청마늘씨름단,1997 년 05 월 03 일,1997 년 12 월 16 일,90kg,178cm,90kg,180cm,십자걸이,밭다리,2010년,2007년,2019년,2020년
31,2조 16강,승리자 청 최영원,"경기종료 상대팀 기권 으로
청 승",최영원,이주용,영암군민속씨름단,부산갈매기씨름단,1991 년 01 월 05 일,1992 년 10 월 04 일,90kg,180cm,90kg,180cm,들배지기,오금당기기,2001년,2001년,2009년,2013년
32,2조 16강,승리자 청 정종진,"1라운드 경기시작
55초
청 정종진
청 정종진 허리기술(잡채기) 공격시도
55초
홍 정재훈
홍 정재훈 기술방어
52초
청 정종진
청 정종진 허리기술(들배지기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
청 정종진
청 정종진 혼합기술(밀어치기) 공격시도
60초
홍 정재훈
홍 정재훈 기술방어
54초
청 정종진
청 정종진 허리기술(잡채기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",정종진,정재훈,울주군청해뜨미씨름단,의성군청마늘씨름단,2000 년 05 월 31 일,1997 년 12 월 24 일,92kg,180cm,93kg,178cm,잡채기,호미걸이,2009년,2009년,2009년,2021년
33,2조 16강,승리자 청 김태하,"1라운드 경기시작
60초
청 김태하
청 김태하 허리기술(들배지기) 공격시도
60초
홍 김진호
홍 김진호 기술방어
55초
청 김태하
청 김태하 허리기술(들배지기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
청 김태하
청 김태하 허리기술(들배지기) 공격시도
60초
홍 김진호
홍 김진호 기술방어
58초
청 김태하
청 김태하 다리기술(덧걸이) 공격시도
58초
홍 김진호
홍 김진호 기술방어
56초
청 김태하
청 김태하 다리기술(안다리걸기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김태하,김진호,연수구청씨름단,영암군민속씨름단,1999 년 05 월 28 일,1995 년 04 월 18 일,90kg,180cm,93kg,183cm,들배지기,밭다리,2010년,2008년,2022년,2018년
34,2조 16강,승리자 청 문형석,"1라운드 경기시작
44초
타임 아웃 -그대로
44초
홍 강성인
홍 강성인 손기술(뒷무릎치기) 공격시도
44초
청 문형석
청 문형석 기술방어
27초
청 문형석
청 문형석 혼합기술(밀어치기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
58초
청 문형석
청 문형석 혼합기술(밀어치기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",문형석,강성인,수원특례시청씨름단,정읍시청단풍미인씨름단,1989 년 02 월 23 일,1998 년 01 월 01 일,90kg,180cm,90kg,175cm,장기전,장기전,1998년,2010년,2011년,2021년
35,2조 8강,승리자 청 김태하,"1라운드 경기시작
60초
홍 문형석
홍 문형석 경고 (지시불응)
56초
청 김태하
청 김태하 허리기술(들배지기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
홍 문형석
홍 문형석 경고 (지시불응)
59초
청 김태하
청 김태하 허리기술(들배지기) 공격시도
59초
홍 문형석
홍 문형석 기술방어
58초
청 김태하
청 김태하 허리기술(잡채기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김태하,문형석,연수구청씨름단,수원특례시청씨름단,1999 년 05 월 28 일,1989 년 02 월 23 일,90kg,180cm,90kg,180cm,들배지기,장기전,2010년,1998년,2022년,2011년
36,16강,승리자 청 김철겸,"1라운드 경기시작
60초
청 김철겸
청 김철겸 혼합기술(밀어치기) 공격시도
60초
홍 임경택
홍 임경택 기술방어
36초
청 김철겸
청 김철겸 손기술(뒷무릎치기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
홍 임경택
홍 임경택 허리기술(들배지기) 공격시도
60초
청 김철겸
청 김철겸 기술방어
55초
청 김철겸
청 김철겸 혼합기술(뿌려치기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김철겸,임경택,울주군청해뜨미씨름단,태안군청씨름단,1997 년 07 월 06 일,1996 년 08 월 31 일,93kg,178cm,90kg,182cm,장기전,들배지기,2008년,2000년,2020년,2019년
37,16강,승리자 청 이민섭,"1라운드 경기시작
60초
홍 유영도
홍 유영도 경고 (지시불응)
60초
홍 유영도
홍 유영도 허리기술(잡채기) 공격시도
60초
청 이민섭
청 이민섭 기술방어
57초
청 이민섭
청 이민섭 혼합기술(밀어치기) 공격시도
57초
홍 유영도
홍 유영도 기술방어
43초
홍 유영도
홍 유영도 손기술(뒷무릎치기) 공격시도
43초
청 이민섭
청 이민섭 기술방어
40초
청 이민섭
청 이민섭 혼합기술(뿌려치기) 합의판정
40초
비디오판독(심판) 청팀승리 - 상대 선수 승리판정
1라운드 경기종료
청 승
2라운드 경기시작
60초
홍 유영도
홍 유영도 경고 (지시불응)
59초
청 이민섭
청 이민섭 다리기술(밭다리걸기) 공격시도
59초
홍 유영도
홍 유영도 기술방어
58초
청 이민섭
청 이민섭 허리기술(들배지기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승
",이민섭,유영도,문경시청씨름단,구미시청씨름단,1988 년 09 월 09 일,1984 년 03 월 17 일,94kg,188cm,93kg,180cm,들배지기,들배지기,2000년,1995년,2010년,2007년
38,16강,승리자 청 전도언,"1라운드 경기시작
60초
청 전도언
청 전도언 경고 (지시불응)
60초
홍 최영원
홍 최영원 경고 (지시불응)
59초
청 전도언
청 전도언 혼합기술(밀어치기) 공격시도
59초
홍 최영원
홍 최영원 기술방어
57초
청 전도언
청 전도언 허리기술(들배지기) 공격시도
57초
홍 최영원
홍 최영원 기술방어
55초
청 전도언
청 전도언 혼합기술(들어뒤집기) 승리기술
55초
청 전도언
비디오판독(감독) 판정유지
1라운드 경기종료
청 승
2라운드 경기시작
60초
청 전도언
청 전도언 경고 (지시불응)
60초
홍 최영원
홍 최영원 경고 (지시불응)
60초
홍 최영원
홍 최영원 허리기술(들배지기) 공격시도
60초
청 전도언
청 전도언 기술방어
58초
청 전도언
청 전도언 허리기술(들배지기) 공격시도
58초
홍 최영원
홍 최영원 기술방어
56초
청 전도언
청 전도언 다리기술(빗장걸이) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",전도언,최영원,의성군청마늘씨름단,영암군민속씨름단,1997 년 05 월 03 일,1991 년 01 월 05 일,90kg,178cm,90kg,180cm,십자걸이,들배지기,2010년,2001년,2019년,2009년
39,16강,승리자 청 정종진,"1라운드 경기시작
60초
홍 오성호
홍 오성호 경고 (지시불응)
60초
청 정종진
청 정종진 허리기술(들배지기) 공격시도
60초
홍 오성호
홍 오성호 기술방어
59초
홍 오성호
홍 오성호 허리기술(들배지기) 공격시도
59초
청 정종진
청 정종진 기술방어
53초
청 정종진
청 정종진 허리기술(잡채기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
청 정종진
청 정종진 경고 (지시불응)
60초
홍 오성호
홍 오성호 경고 (지시불응)
59초
홍 오성호
홍 오성호 허리기술(들배지기) 공격시도
59초
청 정종진
청 정종진 기술방어
46초
청 정종진
청 정종진 허리기술(왼배지기) 공격시도
46초
홍 오성호
홍 오성호 기술방어
44초
청 정종진
청 정종진 허리기술(잡채기) 공격시도
44초
홍 오성호
홍 오성호 기술방어
29초
청 정종진
청 정종진 기타기술(발목잡기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",정종진,오성호,울주군청해뜨미씨름단,양평군청씨름단,2000 년 05 월 31 일,1992 년 06 월 15 일,92kg,180cm,94kg,177cm,잡채기,차돌리기,2009년,2005년,2009년,2014년
40,8강,승리자 청 김기수,"1라운드 경기시작
60초
홍 김동휘
홍 김동휘 경고 (지시불응)
60초
청 김기수
청 김기수 경고 (지시불응)
60초
청 김기수
청 김기수 허리기술(들배지기) 공격시도
60초
홍 김동휘
홍 김동휘 기술방어
56초
청 김기수
청 김기수 허리기술(잡채기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
청 김기수
청 김기수 경고 (지시불응)
60초
홍 김동휘
홍 김동휘 경고 (지시불응)
59초
청 김기수
청 김기수 허리기술(들배지기) 공격시도
59초
홍 김동휘
홍 김동휘 기술방어
57초
청 김기수
청 김기수 혼합기술(밀어치기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김기수,김동휘,수원특례시청씨름단,문경시청씨름단,1996 년 03 월 05 일,1980 년 04 월 22 일,90kg,183cm,90kg,182cm,잡채기,들배지기,2007년,1992년,2017년,2003년
41,8강,승리자 홍 이민섭,"1라운드 경기시작
60초
청 김철겸
청 김철겸 경고 (지시불응)
60초
홍 이민섭
홍 이민섭 혼합기술(밀어치기) 공격시도
60초
청 김철겸
청 김철겸 기술방어
56초
홍 이민섭
홍 이민섭 허리기술(왼배지기) 공격시도
56초
청 김철겸
청 김철겸 기술방어
56초
청 김철겸
청 김철겸 다리기술(덧걸이) 공격시도
56초
홍 이민섭
홍 이민섭 기술방어
49초
타임 아웃 -장외
43초
청 김철겸
청 김철겸 허리기술(잡채기) 공격시도
43초
홍 이민섭
홍 이민섭 기술방어
38초
타임 아웃 -그대로
23초
청 김철겸
청 김철겸 손기술(뒷무릎치기) 공격시도
23초
홍 이민섭
홍 이민섭 기술방어
22초
타임 아웃 -장외
21초
홍 이민섭
홍 이민섭 허리기술(들배지기) 공격시도
21초
청 김철겸
청 김철겸 기술방어
20초
청 김철겸
청 김철겸 다리기술(덧걸이) 공격시도
20초
홍 이민섭
홍 이민섭 기술방어
16초
홍 이민섭
홍 이민섭 허리기술(들배지기) 승리기술
1라운드 경기종료
홍 승
2라운드 경기시작
60초
홍 이민섭
홍 이민섭 경고 (지시불응)
52초
타임 아웃 -그대로
45초
홍 이민섭
홍 이민섭 허리기술(왼배지기) 공격시도
45초
청 김철겸
청 김철겸 기술방어
26초
청 김철겸
청 김철겸 다리기술(차돌리기) 공격시도
26초
홍 이민섭
홍 이민섭 기술방어
25초
홍 이민섭
홍 이민섭 다리기술(덧걸이) 승리기술
2라운드 경기종료
홍 승
경기종료 
홍 승",김철겸,이민섭,울주군청해뜨미씨름단,문경시청씨름단,1997 년 07 월 06 일,1988 년 09 월 09 일,93kg,178cm,94kg,188cm,장기전,들배지기,2008년,2000년,2020년,2010년
42,8강,승리자 청 전도언,"1라운드 경기시작
60초
청 전도언
청 전도언 경고 (지시불응)
59초
청 전도언
청 전도언 혼합기술(밀어치기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
60초
홍 정종진
홍 정종진 허리기술(들배지기) 공격시도
60초
청 전도언
청 전도언 기술방어
57초
청 전도언
청 전도언 다리기술(빗장걸이) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",전도언,정종진,의성군청마늘씨름단,울주군청해뜨미씨름단,1997 년 05 월 03 일,2000 년 05 월 31 일,90kg,178cm,92kg,180cm,십자걸이,잡채기,2010년,2009년,2019년,2009년
43,8강,승리자 홍 최정만,"1라운드 경기시작
60초
청 김태하
청 김태하 경고 (지시불응)
60초
청 김태하
청 김태하 허리기술(들배지기) 공격시도
60초
홍 최정만
홍 최정만 기술방어
56초
홍 최정만
홍 최정만 허리기술(들배지기) 공격시도
56초
청 김태하
청 김태하 기술방어
52초
홍 최정만
홍 최정만 다리기술(빗장걸이) 승리기술
1라운드 경기종료
홍 승
2라운드 경기시작
56초
청 김태하
청 김태하 허리기술(들배지기) 승리기술
2라운드 경기종료
청 승
3라운드 경기시작
60초
청 김태하
청 김태하 경고 (지시불응)
60초
홍 최정만
홍 최정만 경고 (지시불응)
57초
홍 최정만
홍 최정만 허리기술(잡채기) 공격시도
57초
청 김태하
청 김태하 기술방어
56초
홍 최정만
홍 최정만 허리기술(들배지기) 공격시도
56초
청 김태하
청 김태하 기술방어
53초
홍 최정만
홍 최정만 다리기술(빗장걸이) 공격시도
53초
청 김태하
청 김태하 기술방어
50초
청 김태하
청 김태하 허리기술(들배지기) 공격시도
50초
홍 최정만
홍 최정만 기술방어
48초
홍 최정만
홍 최정만 다리기술(발목걸이) 승리기술
3라운드 경기종료
홍 승
경기종료 
홍 승",김태하,최정만,연수구청씨름단,영암군민속씨름단,1999 년 05 월 28 일,1990 년 10 월 11 일,90kg,180cm,90kg,181cm,들배지기,잡채기,2010년,2000년,2022년,2013년
44,4강,승리자 청 김기수,"1라운드 경기시작
60초
홍 이민섭
홍 이민섭 경고 (지시불응)
60초
청 김기수
청 김기수 경고 (지시불응)
43초
홍 이민섭
홍 이민섭 허리기술(들배지기) 공격시도
43초
청 김기수
청 김기수 기술방어
41초
청 김기수
청 김기수 허리기술(잡채기) 공격시도
41초
홍 이민섭
홍 이민섭 기술방어
40초
홍 이민섭
홍 이민섭 혼합기술(밀어치기) 공격시도
40초
청 김기수
청 김기수 기술방어
40초
비디오판독(심판) 판정번복 - 상대 선수 승리판정
1라운드 경기종료
청 승
2라운드 경기시작
58초
청 김기수
청 김기수 허리기술(들배지기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승",김기수,이민섭,수원특례시청씨름단,문경시청씨름단,1996 년 03 월 05 일,1988 년 09 월 09 일,90kg,183cm,94kg,188cm,잡채기,들배지기,2007년,2000년,2017년,2010년
45,4강,승리자 청 전도언,"1라운드 경기시작
60초
청 전도언
청 전도언 경고 (지시불응)
60초
홍 최정만
홍 최정만 경고 (지시불응)
59초
청 전도언
청 전도언 혼합기술(밀어치기) 공격시도
59초
홍 최정만
홍 최정만 기술방어
58초
홍 최정만
홍 최정만 다리기술(안다리걸기) 공격시도
58초
청 전도언
청 전도언 기술방어
56초
청 전도언
청 전도언 혼합기술(밀어치기) 공격시도
56초
홍 최정만
홍 최정만 기술방어
55초
청 전도언
청 전도언 혼합기술(밀어치기) 공격시도
55초
홍 최정만
홍 최정만 기술방어
1라운드 연장 경기시작
29초
홍 최정만
홍 최정만 허리기술(들배지기) 공격시도
29초
청 전도언
청 전도언 기술방어
28초
홍 최정만
홍 최정만 다리기술(안다리걸기) 공격시도
28초
청 전도언
청 전도언 기술방어
2초
홍 최정만
홍 최정만 다리기술(밭다리걸기) 공격시도
2초
청 전도언
청 전도언 기술방어
1초
홍 최정만
홍 최정만 혼합기술(등채기) 공격시도
1초
청 전도언
청 전도언 기술방어
0초
청 전도언
청 전도언 혼합기술(들어뒤집기) 승리기술
1라운드 경기종료
청 승
2라운드 경기시작
59초
홍 최정만
홍 최정만 다리기술(밭다리걸기) 공격시도
59초
청 전도언
청 전도언 기술방어
58초
청 전도언
청 전도언 허리기술(잡채기) 승리기술
2라운드 경기종료
청 승
경기종료 
청 승
",전도언,최정만,의성군청마늘씨름단,영암군민속씨름단,1997 년 05 월 03 일,1990 년 10 월 11 일,90kg,178cm,90kg,181cm,십자걸이,잡채기,2010년,2000년,2019년,2013년
46,"3,4위 결정전",승리자 홍 최정만,"1라운드 경기시작
59초
홍 최정만
홍 최정만 허리기술(들배지기) 공격시도
59초
청 이민섭
청 이민섭 기술방어
57초
홍 최정만
홍 최정만 다리기술(안다리걸기) 승리기술
1라운드 경기종료
홍 승
2라운드 경기시작
59초
홍 최정만
홍 최정만 다리기술(밭다리걸기) 공격시도
59초
청 이민섭
청 이민섭 기술방어
58초
청 이민섭
청 이민섭 혼합기술(밀어치기) 공격시도
58초
홍 최정만
홍 최정만 기술방어
56초
청 이민섭
청 이민섭 허리기술(들배지기) 공격시도
56초
홍 최정만
홍 최정만 기술방어
38초
청 이민섭
청 이민섭 허리기술(들배지기) 승리기술
2라운드 경기종료
청 승
3라운드 경기시작
60초
청 이민섭
청 이민섭 경고 (지시불응)
58초
홍 최정만
홍 최정만 허리기술(잡채기) 승리기술
3라운드 경기종료
홍 승
경기종료 
홍 승
",이민섭,최정만,문경시청씨름단,영암군민속씨름단,1988 년 09 월 09 일,1990 년 10 월 11 일,94kg,188cm,90kg,181cm,들배지기,잡채기,2000년,2000년,2010년,2013년
47,결승,승리자 청 김기수,"1라운드 경기시작
60초
홍 전도언
홍 전도언 경고 (지시불응)
59초
홍 전도언
홍 전도언 다리기술(빗장걸이) 공격시도
59초
청 김기수
청 김기수 기술방어
57초
청 김기수
청 김기수 혼합기술(측면(자반)뒤집기) 합의판정
57초
비디오판독(심판) 청팀승리 - 상대 선수 승리판정
1라운드 경기종료
청 승
2라운드 경기시작
59초
청 김기수
청 김기수 허리기술(들배지기) 공격시도
59초
홍 전도언
홍 전도언 기술방어
56초
청 김기수
청 김기수 혼합기술(밀어치기) 공격시도
56초
홍 전도언
홍 전도언 기술방어
53초
타임 아웃 -그대로
47초
청 김기수
청 김기수 기타기술(발뒤축걸이) 승리기술
2라운드 경기종료
청 승
3라운드 경기시작
59초
청 김기수
청 김기수 허리기술(들배지기) 공격시도
59초
홍 전도언
홍 전도언 기술방어
6초
청 김기수
청 김기수 허리기술(잡채기) 공격시도
6초
홍 전도언
홍 전도언 기술방어
2초
청 김기수
청 김기수 혼합기술(밀어치기) 공격시도
2초
홍 전도언
홍 전도언 기술방어
2초
비디오판독(심판) 판정번복 - 재경기
2초
타임 아웃 -장외
3라운드 연장 경기시작
30초
청 김기수
청 김기수 경고 (장기전)
28초
청 김기수
청 김기수 허리기술(들배지기) 승리기술
3라운드 경기종료
청 승
경기종료 
청 승",김기수,전도언,수원특례시청씨름단,의성군청마늘씨름단,1996 년 03 월 05 일,1997 년 05 월 03 일,90kg,183cm,90kg,178cm,잡채기,십자걸이,2007년,2010년,2017년,2019년
